REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;PROBABILIDAD;FECHA_EJECUCION
ANDINA;ANTIOQUIA;ABEJORRAL;05002;3;4/12/2023
ANDINA;ANTIOQUIA;AMAGÁ;05030;3;4/12/2023
ANDINA;ANTIOQUIA;AMALFI;05031;3;4/12/2023
ANDINA;ANTIOQUIA;ANDES;05034;3;4/12/2023
ANDINA;ANTIOQUIA;ANGELÓPOLIS;05036;3;4/12/2023
ANDINA;ANTIOQUIA;ANZÁ;05044;3;4/12/2023
ANDINA;ANTIOQUIA;ARMENIA;05059;3;4/12/2023
ANDINA;ANTIOQUIA;BELLO;05088;3;4/12/2023
ANDINA;ANTIOQUIA;BELMIRA;05086;3;4/12/2023
ANDINA;ANTIOQUIA;BETULIA;05093;3;4/12/2023
ANDINA;ANTIOQUIA;BURITICÁ;05113;3;4/12/2023
ANDINA;ANTIOQUIA;CALDAS;05129;3;4/12/2023
ANDINA;ANTIOQUIA;CARAMANTA;05145;3;4/12/2023
ANDINA;ANTIOQUIA;CAROLINA;05150;3;4/12/2023
ANDINA;ANTIOQUIA;CIUDAD BOLÍVAR;05101;3;4/12/2023
ANDINA;ANTIOQUIA;CONCORDIA;05209;3;4/12/2023
ANDINA;ANTIOQUIA;COPACABANA;05212;3;4/12/2023
ANDINA;ANTIOQUIA;DONMATÍAS;05237;3;4/12/2023
ANDINA;ANTIOQUIA;EBÉJICO;05240;3;4/12/2023
ANDINA;ANTIOQUIA;EL BAGRE;05250;3;4/12/2023
ANDINA;ANTIOQUIA;EL CARMEN DE VIBORAL;05148;3;4/12/2023
ANDINA;ANTIOQUIA;ENVIGADO;05266;3;4/12/2023
ANDINA;ANTIOQUIA;FREDONIA;05282;3;4/12/2023
ANDINA;ANTIOQUIA;GIRALDO;05306;3;4/12/2023
ANDINA;ANTIOQUIA;GIRARDOTA;05308;3;4/12/2023
ANDINA;ANTIOQUIA;GUADALUPE;05315;3;4/12/2023
ANDINA;ANTIOQUIA;GUARNE;05318;3;4/12/2023
ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;3;4/12/2023
ANDINA;ANTIOQUIA;HELICONIA;05347;3;4/12/2023
ANDINA;ANTIOQUIA;HISPANIA;05353;3;4/12/2023
ANDINA;ANTIOQUIA;ITAGÜÍ;05360;3;4/12/2023
ANDINA;ANTIOQUIA;JARDÍN;05364;3;4/12/2023
ANDINA;ANTIOQUIA;JERICÓ;05368;3;4/12/2023
ANDINA;ANTIOQUIA;LA CEJA;05376;3;4/12/2023
ANDINA;ANTIOQUIA;LA ESTRELLA;05380;3;4/12/2023
ANDINA;ANTIOQUIA;LA PINTADA;05390;3;4/12/2023
ANDINA;ANTIOQUIA;LA UNIÓN;05400;3;4/12/2023
ANDINA;ANTIOQUIA;LIBORINA;05411;3;4/12/2023
ANDINA;ANTIOQUIA;MEDELLÍN;05001;3;4/12/2023
ANDINA;ANTIOQUIA;MONTEBELLO;05467;3;4/12/2023
ANDINA;ANTIOQUIA;NECHÍ;05495;3;4/12/2023
ANDINA;ANTIOQUIA;OLAYA;05501;3;4/12/2023
ANDINA;ANTIOQUIA;PUEBLORRICO;05576;3;4/12/2023
ANDINA;ANTIOQUIA;RETIRO;05607;3;4/12/2023
ANDINA;ANTIOQUIA;RIONEGRO;05615;3;4/12/2023
ANDINA;ANTIOQUIA;SABANETA;05631;3;4/12/2023
ANDINA;ANTIOQUIA;SALGAR;05642;3;4/12/2023
ANDINA;ANTIOQUIA;SAN JERÓNIMO;05656;3;4/12/2023
ANDINA;ANTIOQUIA;SAN PEDRO DE LOS MILAGROS;05664;3;4/12/2023
ANDINA;ANTIOQUIA;SANTA BÁRBARA;05679;3;4/12/2023
ANDINA;ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;05042;3;4/12/2023
ANDINA;ANTIOQUIA;SANTA ROSA DE OSOS;05686;3;4/12/2023
ANDINA;ANTIOQUIA;SEGOVIA;05736;3;4/12/2023
ANDINA;ANTIOQUIA;SONSÓN;05756;3;4/12/2023
ANDINA;ANTIOQUIA;SOPETRÁN;05761;3;4/12/2023
ANDINA;ANTIOQUIA;TARSO;05792;3;4/12/2023
ANDINA;ANTIOQUIA;TITIRIBÍ;05809;3;4/12/2023
ANDINA;ANTIOQUIA;TÁMESIS;05789;3;4/12/2023
ANDINA;ANTIOQUIA;URRAO;05847;3;4/12/2023
ANDINA;ANTIOQUIA;VALPARAÍSO;05856;3;4/12/2023
ANDINA;ANTIOQUIA;VENECIA;05861;3;4/12/2023
ANDINA;ANTIOQUIA;YALÍ;05885;3;4/12/2023
ANDINA;ANTIOQUIA;YOLOMBÓ;05890;3;4/12/2023
ORINOQUÍA;ARAUCA;CRAVO NORTE;81220;3;4/12/2023
ORINOQUÍA;ARAUCA;TAME;81794;3;4/12/2023
ANDINA;BOGOTÁ, D.C.;BOGOTÁ, D.C.;11001;3;4/12/2023
CARIBE;BOLÍVAR;ACHÍ;13006;3;4/12/2023
CARIBE;BOLÍVAR;ALTOS DEL ROSARIO;13030;3;4/12/2023
CARIBE;BOLÍVAR;ARENAL;13042;3;4/12/2023
CARIBE;BOLÍVAR;BARRANCO DE LOBA;13074;3;4/12/2023
CARIBE;BOLÍVAR;CANTAGALLO;13160;3;4/12/2023
CARIBE;BOLÍVAR;EL CARMEN DE BOLÍVAR;13244;3;4/12/2023
CARIBE;BOLÍVAR;EL PEÑÓN;13268;3;4/12/2023
CARIBE;BOLÍVAR;MONTECRISTO;13458;3;4/12/2023
CARIBE;BOLÍVAR;MORALES;13473;3;4/12/2023
CARIBE;BOLÍVAR;NOROSÍ;13490;3;4/12/2023
CARIBE;BOLÍVAR;RÍO VIEJO;13600;3;4/12/2023
CARIBE;BOLÍVAR;SAN JACINTO DEL CAUCA;13655;3;4/12/2023
CARIBE;BOLÍVAR;SAN MARTÍN DE LOBA;13667;3;4/12/2023
CARIBE;BOLÍVAR;SAN PABLO;13670;3;4/12/2023
CARIBE;BOLÍVAR;SANTA ROSA DEL SUR;13688;3;4/12/2023
CARIBE;BOLÍVAR;SIMITÍ;13744;3;4/12/2023
CARIBE;BOLÍVAR;TIQUISIO;13810;3;4/12/2023
ANDINA;BOYACÁ;ARCABUCO;15051;3;4/12/2023
ANDINA;BOYACÁ;BELÉN;15087;3;4/12/2023
ANDINA;BOYACÁ;BERBEO;15090;3;4/12/2023
ANDINA;BOYACÁ;BETÉITIVA;15092;3;4/12/2023
ANDINA;BOYACÁ;BOAVITA;15097;3;4/12/2023
ANDINA;BOYACÁ;CALDAS;15131;3;4/12/2023
ANDINA;BOYACÁ;CERINZA;15162;3;4/12/2023
ANDINA;BOYACÁ;CHIQUINQUIRÁ;15176;3;4/12/2023
ANDINA;BOYACÁ;CHISCAS;15180;3;4/12/2023
ANDINA;BOYACÁ;CHITA;15183;3;4/12/2023
ANDINA;BOYACÁ;CHIVOR;15236;3;4/12/2023
ANDINA;BOYACÁ;CHÍQUIZA;15232;3;4/12/2023
ANDINA;BOYACÁ;COVARACHÍA;15218;3;4/12/2023
ANDINA;BOYACÁ;CUBARÁ;15223;3;4/12/2023
ANDINA;BOYACÁ;CUCAITA;15224;3;4/12/2023
ANDINA;BOYACÁ;CÓMBITA;15204;3;4/12/2023
ANDINA;BOYACÁ;DUITAMA;15238;3;4/12/2023
ANDINA;BOYACÁ;EL COCUY;15244;3;4/12/2023
ANDINA;BOYACÁ;EL ESPINO;15248;3;4/12/2023
ANDINA;BOYACÁ;FIRAVITOBA;15272;3;4/12/2023
ANDINA;BOYACÁ;FLORESTA;15276;3;4/12/2023
ANDINA;BOYACÁ;GACHANTIVÁ;15293;3;4/12/2023
ANDINA;BOYACÁ;GUACAMAYAS;15317;3;4/12/2023
ANDINA;BOYACÁ;GUATEQUE;15322;3;4/12/2023
ANDINA;BOYACÁ;GUAYATÁ;15325;3;4/12/2023
ANDINA;BOYACÁ;GÁMEZA;15296;3;4/12/2023
ANDINA;BOYACÁ;GÜICÁN DE LA SIERRA;15332;3;4/12/2023
ANDINA;BOYACÁ;IZA;15362;3;4/12/2023
ANDINA;BOYACÁ;JERICÓ;15368;3;4/12/2023
ANDINA;BOYACÁ;LA UVITA;15403;3;4/12/2023
ANDINA;BOYACÁ;MIRAFLORES;15455;3;4/12/2023
ANDINA;BOYACÁ;MONGUA;15464;3;4/12/2023
ANDINA;BOYACÁ;MONIQUIRÁ;15469;3;4/12/2023
ANDINA;BOYACÁ;MOTAVITA;15476;3;4/12/2023
ANDINA;BOYACÁ;NOBSA;15491;3;4/12/2023
ANDINA;BOYACÁ;PAIPA;15516;3;4/12/2023
ANDINA;BOYACÁ;PANQUEBA;15522;3;4/12/2023
ANDINA;BOYACÁ;PAZ DE RÍO;15537;3;4/12/2023
ANDINA;BOYACÁ;PESCA;15542;3;4/12/2023
ANDINA;BOYACÁ;PÁEZ;15514;3;4/12/2023
ANDINA;BOYACÁ;RONDÓN;15621;3;4/12/2023
ANDINA;BOYACÁ;RÁQUIRA;15600;3;4/12/2023
ANDINA;BOYACÁ;SAN MATEO;15673;3;4/12/2023
ANDINA;BOYACÁ;SAN MIGUEL DE SEMA;15676;3;4/12/2023
ANDINA;BOYACÁ;SANTA ROSA DE VITERBO;15693;3;4/12/2023
ANDINA;BOYACÁ;SATIVANORTE;15720;3;4/12/2023
ANDINA;BOYACÁ;SATIVASUR;15723;3;4/12/2023
ANDINA;BOYACÁ;SOATÁ;15753;3;4/12/2023
ANDINA;BOYACÁ;SOCHA;15757;3;4/12/2023
ANDINA;BOYACÁ;SOCOTÁ;15755;3;4/12/2023
ANDINA;BOYACÁ;SOGAMOSO;15759;3;4/12/2023
ANDINA;BOYACÁ;SOMONDOCO;15761;3;4/12/2023
ANDINA;BOYACÁ;SORA;15762;3;4/12/2023
ANDINA;BOYACÁ;SOTAQUIRÁ;15763;3;4/12/2023
ANDINA;BOYACÁ;SUSACÓN;15774;3;4/12/2023
ANDINA;BOYACÁ;SUTATENZA;15778;3;4/12/2023
ANDINA;BOYACÁ;SÁCHICA;15638;3;4/12/2023
ANDINA;BOYACÁ;TIBASOSA;15806;3;4/12/2023
ANDINA;BOYACÁ;TINJACÁ;15808;3;4/12/2023
ANDINA;BOYACÁ;TIPACOQUE;15810;3;4/12/2023
ANDINA;BOYACÁ;TOCA;15814;3;4/12/2023
ANDINA;BOYACÁ;TOGÜÍ;15816;3;4/12/2023
ANDINA;BOYACÁ;TUTA;15837;3;4/12/2023
ANDINA;BOYACÁ;TUTAZÁ;15839;3;4/12/2023
ANDINA;BOYACÁ;VILLA DE LEYVA;15407;3;4/12/2023
ANDINA;BOYACÁ;VIRACACHÁ;15879;3;4/12/2023
ANDINA;BOYACÁ;ZETAQUIRA;15897;3;4/12/2023
ANDINA;BOYACÁ;ÚMBITA;15842;3;4/12/2023
ANDINA;CALDAS;AGUADAS;17013;3;4/12/2023
ANDINA;CALDAS;LA MERCED;17388;3;4/12/2023
ANDINA;CALDAS;MANIZALES;17001;3;4/12/2023
ANDINA;CALDAS;MARMATO;17442;3;4/12/2023
ANDINA;CALDAS;MARULANDA;17446;3;4/12/2023
ANDINA;CALDAS;NEIRA;17486;3;4/12/2023
ANDINA;CALDAS;PÁCORA;17513;3;4/12/2023
ANDINA;CALDAS;RIOSUCIO;17614;3;4/12/2023
ANDINA;CALDAS;SUPÍA;17777;3;4/12/2023
ORINOQUÍA;CASANARE;HATO COROZAL;85125;3;4/12/2023
ORINOQUÍA;CASANARE;LA SALINA;85136;3;4/12/2023
ORINOQUÍA;CASANARE;MONTERREY;85162;3;4/12/2023
ORINOQUÍA;CASANARE;PAZ DE ARIPORO;85250;3;4/12/2023
ORINOQUÍA;CASANARE;SABANALARGA;85300;3;4/12/2023
PACÍFICO;CAUCA;ALMAGUER;19022;3;4/12/2023
PACÍFICO;CAUCA;BOLÍVAR;19100;3;4/12/2023
PACÍFICO;CAUCA;FLORENCIA;19290;3;4/12/2023
PACÍFICO;CAUCA;INZÁ;19355;3;4/12/2023
PACÍFICO;CAUCA;MERCADERES;19450;3;4/12/2023
PACÍFICO;CAUCA;PURACÉ;19585;3;4/12/2023
PACÍFICO;CAUCA;PÁEZ;19517;3;4/12/2023
PACÍFICO;CAUCA;SAN SEBASTIÁN;19693;3;4/12/2023
PACÍFICO;CAUCA;SANTA ROSA;19701;3;4/12/2023
PACÍFICO;CAUCA;SILVIA;19743;3;4/12/2023
PACÍFICO;CAUCA;TOTORÓ;19824;3;4/12/2023
CARIBE;CESAR;AGUACHICA;20011;3;4/12/2023
CARIBE;CESAR;AGUSTÍN CODAZZI;20013;3;4/12/2023
CARIBE;CESAR;BECERRIL;20045;3;4/12/2023
CARIBE;CESAR;BOSCONIA;20060;3;4/12/2023
CARIBE;CESAR;CHIMICHAGUA;20175;3;4/12/2023
CARIBE;CESAR;CHIRIGUANÁ;20178;3;4/12/2023
CARIBE;CESAR;CURUMANÍ;20228;3;4/12/2023
CARIBE;CESAR;EL COPEY;20238;3;4/12/2023
CARIBE;CESAR;EL PASO;20250;3;4/12/2023
CARIBE;CESAR;LA GLORIA;20383;3;4/12/2023
CARIBE;CESAR;LA JAGUA DE IBIRICO;20400;3;4/12/2023
CARIBE;CESAR;LA PAZ;20621;3;4/12/2023
CARIBE;CESAR;MANAURE BALCÓN DEL CESAR;20443;3;4/12/2023
CARIBE;CESAR;PAILITAS;20517;3;4/12/2023
CARIBE;CESAR;PELAYA;20550;3;4/12/2023
CARIBE;CESAR;PUEBLO BELLO;20570;3;4/12/2023
CARIBE;CESAR;RÍO DE ORO;20614;3;4/12/2023
CARIBE;CESAR;SAN ALBERTO;20710;3;4/12/2023
CARIBE;CESAR;SAN DIEGO;20750;3;4/12/2023
CARIBE;CESAR;SAN MARTÍN;20770;3;4/12/2023
CARIBE;CESAR;VALLEDUPAR;20001;3;4/12/2023
ANDINA;CUNDINAMARCA;ALBÁN;25019;3;4/12/2023
ANDINA;CUNDINAMARCA;ANAPOIMA;25035;3;4/12/2023
ANDINA;CUNDINAMARCA;ANOLAIMA;25040;3;4/12/2023
ANDINA;CUNDINAMARCA;APULO;25599;3;4/12/2023
ANDINA;CUNDINAMARCA;ARBELÁEZ;25053;3;4/12/2023
ANDINA;CUNDINAMARCA;BELTRÁN;25086;3;4/12/2023
ANDINA;CUNDINAMARCA;BITUIMA;25095;3;4/12/2023
ANDINA;CUNDINAMARCA;BOJACÁ;25099;3;4/12/2023
ANDINA;CUNDINAMARCA;CACHIPAY;25123;3;4/12/2023
ANDINA;CUNDINAMARCA;CAJICÁ;25126;3;4/12/2023
ANDINA;CUNDINAMARCA;CARMEN DE CARUPA;25154;3;4/12/2023
ANDINA;CUNDINAMARCA;CHAGUANÍ;25168;3;4/12/2023
ANDINA;CUNDINAMARCA;CHOCONTÁ;25183;3;4/12/2023
ANDINA;CUNDINAMARCA;CHÍA;25175;3;4/12/2023
ANDINA;CUNDINAMARCA;COGUA;25200;3;4/12/2023
ANDINA;CUNDINAMARCA;COTA;25214;3;4/12/2023
ANDINA;CUNDINAMARCA;CUCUNUBÁ;25224;3;4/12/2023
ANDINA;CUNDINAMARCA;EL COLEGIO;25245;3;4/12/2023
ANDINA;CUNDINAMARCA;EL ROSAL;25260;3;4/12/2023
ANDINA;CUNDINAMARCA;FACATATIVÁ;25269;3;4/12/2023
ANDINA;CUNDINAMARCA;FUSAGASUGÁ;25290;3;4/12/2023
ANDINA;CUNDINAMARCA;FÚQUENE;25288;3;4/12/2023
ANDINA;CUNDINAMARCA;GACHETÁ;25297;3;4/12/2023
ANDINA;CUNDINAMARCA;GRANADA;25312;3;4/12/2023
ANDINA;CUNDINAMARCA;GUACHETÁ;25317;3;4/12/2023
ANDINA;CUNDINAMARCA;GUATAVITA;25326;3;4/12/2023
ANDINA;CUNDINAMARCA;GUAYABAL DE SÍQUIMA;25328;3;4/12/2023
ANDINA;CUNDINAMARCA;GUTIÉRREZ;25339;3;4/12/2023
ANDINA;CUNDINAMARCA;JERUSALÉN;25368;3;4/12/2023
ANDINA;CUNDINAMARCA;LA CALERA;25377;3;4/12/2023
ANDINA;CUNDINAMARCA;LA MESA;25386;3;4/12/2023
ANDINA;CUNDINAMARCA;LA VEGA;25402;3;4/12/2023
ANDINA;CUNDINAMARCA;LENGUAZAQUE;25407;3;4/12/2023
ANDINA;CUNDINAMARCA;MACHETÁ;25426;3;4/12/2023
ANDINA;CUNDINAMARCA;MADRID;25430;3;4/12/2023
ANDINA;CUNDINAMARCA;MANTA;25436;3;4/12/2023
ANDINA;CUNDINAMARCA;MOSQUERA;25473;3;4/12/2023
ANDINA;CUNDINAMARCA;NILO;25488;3;4/12/2023
ANDINA;CUNDINAMARCA;PACHO;25513;3;4/12/2023
ANDINA;CUNDINAMARCA;PASCA;25535;3;4/12/2023
ANDINA;CUNDINAMARCA;PULÍ;25580;3;4/12/2023
ANDINA;CUNDINAMARCA;QUIPILE;25596;3;4/12/2023
ANDINA;CUNDINAMARCA;SAN ANTONIO DEL TEQUENDAMA;25645;3;4/12/2023
ANDINA;CUNDINAMARCA;SAN CAYETANO;25653;3;4/12/2023
ANDINA;CUNDINAMARCA;SAN FRANCISCO;25658;3;4/12/2023
ANDINA;CUNDINAMARCA;SAN JUAN DE RIOSECO;25662;3;4/12/2023
ANDINA;CUNDINAMARCA;SASAIMA;25718;3;4/12/2023
ANDINA;CUNDINAMARCA;SIBATÉ;25740;3;4/12/2023
ANDINA;CUNDINAMARCA;SILVANIA;25743;3;4/12/2023
ANDINA;CUNDINAMARCA;SIMIJACA;25745;3;4/12/2023
ANDINA;CUNDINAMARCA;SOACHA;25754;3;4/12/2023
ANDINA;CUNDINAMARCA;SOPÓ;25758;3;4/12/2023
ANDINA;CUNDINAMARCA;SUBACHOQUE;25769;3;4/12/2023
ANDINA;CUNDINAMARCA;SUPATÁ;25777;3;4/12/2023
ANDINA;CUNDINAMARCA;SUSA;25779;3;4/12/2023
ANDINA;CUNDINAMARCA;SUTATAUSA;25781;3;4/12/2023
ANDINA;CUNDINAMARCA;TABIO;25785;3;4/12/2023
ANDINA;CUNDINAMARCA;TAUSA;25793;3;4/12/2023
ANDINA;CUNDINAMARCA;TENA;25797;3;4/12/2023
ANDINA;CUNDINAMARCA;TENJO;25799;3;4/12/2023
ANDINA;CUNDINAMARCA;TIBACUY;25805;3;4/12/2023
ANDINA;CUNDINAMARCA;TIBIRITA;25807;3;4/12/2023
ANDINA;CUNDINAMARCA;TOCAIMA;25815;3;4/12/2023
ANDINA;CUNDINAMARCA;UNE;25845;3;4/12/2023
ANDINA;CUNDINAMARCA;VIANÍ;25867;3;4/12/2023
ANDINA;CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATÉ;25843;3;4/12/2023
ANDINA;CUNDINAMARCA;VILLAPINZÓN;25873;3;4/12/2023
ANDINA;CUNDINAMARCA;VIOTÁ;25878;3;4/12/2023
ANDINA;CUNDINAMARCA;ZIPACÓN;25898;3;4/12/2023
ANDINA;CUNDINAMARCA;ZIPAQUIRÁ;25899;3;4/12/2023
CARIBE;CÓRDOBA;CIÉNAGA DE ORO;23189;3;4/12/2023
CARIBE;CÓRDOBA;MONTELÍBANO;23466;3;4/12/2023
