REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;PROBABILIDAD;FECHA_EJECUCION
ANDINA;CUNDINAMARCA;PAIME;25518;1;4/12/2023
ANDINA;CUNDINAMARCA;QUEBRADANEGRA;25592;1;4/12/2023
ANDINA;CUNDINAMARCA;QUETAME;25594;1;4/12/2023
ANDINA;CUNDINAMARCA;SUESCA;25772;1;4/12/2023
ANDINA;CUNDINAMARCA;TOCANCIPÁ;25817;1;4/12/2023
ANDINA;CUNDINAMARCA;VILLAGÓMEZ;25871;1;4/12/2023
ANDINA;CUNDINAMARCA;YACOPÍ;25885;1;4/12/2023
CARIBE;CÓRDOBA;CERETÉ;23162;1;4/12/2023
CARIBE;CÓRDOBA;CHIMÁ;23168;1;4/12/2023
CARIBE;CÓRDOBA;LORICA;23417;1;4/12/2023
CARIBE;CÓRDOBA;PUEBLO NUEVO;23570;1;4/12/2023
CARIBE;CÓRDOBA;SAN BERNARDO DEL VIENTO;23675;1;4/12/2023
AMAZONÍA;GUAINÍA;INÍRIDA;94001;1;4/12/2023
ANDINA;HUILA;ALTAMIRA;41026;1;4/12/2023
ANDINA;HUILA;ELÍAS;41244;1;4/12/2023
ANDINA;HUILA;GARZÓN;41298;1;4/12/2023
ANDINA;HUILA;GUADALUPE;41319;1;4/12/2023
ANDINA;HUILA;LA PLATA;41396;1;4/12/2023
ANDINA;HUILA;NÁTAGA;41483;1;4/12/2023
ANDINA;HUILA;PITAL;41548;1;4/12/2023
ANDINA;HUILA;SAN AGUSTÍN;41668;1;4/12/2023
ANDINA;HUILA;TARQUI;41791;2;4/12/2023
ANDINA;HUILA;TIMANÁ;41807;1;4/12/2023
CARIBE;LA GUAJIRA;MANAURE;44560;1;4/12/2023
CARIBE;MAGDALENA;ARIGUANÍ;47058;1;4/12/2023
CARIBE;MAGDALENA;CHIVOLO;47170;1;4/12/2023
CARIBE;MAGDALENA;CONCORDIA;47205;1;4/12/2023
CARIBE;MAGDALENA;PIVIJAY;47551;1;4/12/2023
CARIBE;MAGDALENA;PLATO;47555;1;4/12/2023
CARIBE;MAGDALENA;SABANAS DE SAN ÁNGEL;47660;1;4/12/2023
CARIBE;MAGDALENA;ZAPAYÁN;47960;1;4/12/2023
ORINOQUÍA;META;CUBARRAL;50223;1;4/12/2023
ORINOQUÍA;META;EL CALVARIO;50245;1;4/12/2023
ORINOQUÍA;META;MESETAS;50330;1;4/12/2023
ORINOQUÍA;META;SAN JUANITO;50686;1;4/12/2023
ORINOQUÍA;META;VISTAHERMOSA;50711;1;4/12/2023
PACÍFICO;NARIÑO;ALBÁN;52019;1;4/12/2023
PACÍFICO;NARIÑO;ARBOLEDA;52051;1;4/12/2023
PACÍFICO;NARIÑO;CUMBITARA;52233;1;4/12/2023
PACÍFICO;NARIÑO;EL PEÑOL;52254;1;4/12/2023
PACÍFICO;NARIÑO;EL ROSARIO;52256;1;4/12/2023
PACÍFICO;NARIÑO;EL TAMBO;52260;1;4/12/2023
PACÍFICO;NARIÑO;IPIALES;52356;1;4/12/2023
PACÍFICO;NARIÑO;LA FLORIDA;52381;1;4/12/2023
PACÍFICO;NARIÑO;LA LLANADA;52385;1;4/12/2023
PACÍFICO;NARIÑO;LINARES;52411;1;4/12/2023
PACÍFICO;NARIÑO;LOS ANDES;52418;1;4/12/2023
PACÍFICO;NARIÑO;POLICARPA;52540;1;4/12/2023
PACÍFICO;NARIÑO;SAN LORENZO;52687;1;4/12/2023
PACÍFICO;NARIÑO;SAN PEDRO DE CARTAGO;52694;1;4/12/2023
PACÍFICO;NARIÑO;SANDONÁ;52683;1;4/12/2023
PACÍFICO;NARIÑO;TAMINANGO;52786;1;4/12/2023
ANDINA;NORTE DE SANTANDER;CÁCOTA;54125;1;4/12/2023
ANDINA;NORTE DE SANTANDER;HERRÁN;54347;1;4/12/2023
ANDINA;NORTE DE SANTANDER;LABATECA;54377;1;4/12/2023
ANDINA;NORTE DE SANTANDER;TEORAMA;54800;1;4/12/2023
ANDINA;NORTE DE SANTANDER;TOLEDO;54820;1;4/12/2023
ANDINA;RISARALDA;BALBOA;66075;1;4/12/2023
ANDINA;RISARALDA;MISTRATÓ;66456;1;4/12/2023
ANDINA;SANTANDER;CONTRATACIÓN;68211;1;4/12/2023
ANDINA;SANTANDER;OIBA;68500;1;4/12/2023
CARIBE;SUCRE;COROZAL;70215;1;4/12/2023
CARIBE;SUCRE;SAMPUÉS;70670;1;4/12/2023
ANDINA;TOLIMA;CARMEN DE APICALÁ;73148;1;4/12/2023
ANDINA;TOLIMA;ESPINAL;73268;1;4/12/2023
ANDINA;TOLIMA;VALLE DE SAN JUAN;73854;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;EL DOVIO;76250;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;EL ÁGUILA;76243;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;FLORIDA;76275;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;GINEBRA;76306;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;GUACARÍ;76318;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;PRADERA;76563;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;SAN PEDRO;76670;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;TRUJILLO;76828;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;ULLOA;76845;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;VERSALLES;76863;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;VIJES;76869;1;4/12/2023
PACÍFICO;VALLE DEL CAUCA;YOTOCO;76890;1;4/12/2023
ORINOQUÍA;VICHADA;SANTA ROSALÍA;99624;1;4/12/2023
ANDINA;ANTIOQUIA;ABRIAQUÍ;05004;2;4/12/2023
ANDINA;ANTIOQUIA;BARBOSA;05079;2;4/12/2023
ANDINA;ANTIOQUIA;BETANIA;05091;2;4/12/2023
ANDINA;ANTIOQUIA;CAÑASGORDAS;05138;2;4/12/2023
ANDINA;ANTIOQUIA;EL SANTUARIO;05697;2;4/12/2023
ANDINA;ANTIOQUIA;ENTRERRÍOS;05264;2;4/12/2023
ANDINA;ANTIOQUIA;GRANADA;05313;2;4/12/2023
ANDINA;ANTIOQUIA;ITUANGO;05361;2;4/12/2023
ANDINA;ANTIOQUIA;MACEO;05425;2;4/12/2023
ANDINA;ANTIOQUIA;MARINILLA;05440;2;4/12/2023
ANDINA;ANTIOQUIA;PEQUE;05543;2;4/12/2023
ANDINA;ANTIOQUIA;PEÑOL;05541;2;4/12/2023
ANDINA;ANTIOQUIA;SABANALARGA;05628;2;4/12/2023
ANDINA;ANTIOQUIA;SAN ANDRÉS DE CUERQUÍA;05647;2;4/12/2023
ANDINA;ANTIOQUIA;SAN JOSÉ DE LA MONTAÑA;05658;2;4/12/2023
ANDINA;ANTIOQUIA;SAN VICENTE FERRER;05674;2;4/12/2023
ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;2;4/12/2023
ANDINA;ANTIOQUIA;TOLEDO;05819;2;4/12/2023
ANDINA;ANTIOQUIA;VEGACHÍ;05858;2;4/12/2023
ANDINA;ANTIOQUIA;ZARAGOZA;05895;2;4/12/2023
ORINOQUÍA;ARAUCA;ARAUCA;81001;2;4/12/2023
ORINOQUÍA;ARAUCA;FORTUL;81300;2;4/12/2023
ORINOQUÍA;ARAUCA;PUERTO RONDÓN;81591;2;4/12/2023
ORINOQUÍA;ARAUCA;SARAVENA;81736;2;4/12/2023
CARIBE;ATLÁNTICO;MANATÍ;08436;2;4/12/2023
CARIBE;ATLÁNTICO;REPELÓN;08606;2;4/12/2023
CARIBE;BOLÍVAR;ARROYOHONDO;13062;2;4/12/2023
CARIBE;BOLÍVAR;CALAMAR;13140;2;4/12/2023
CARIBE;BOLÍVAR;EL GUAMO;13248;2;4/12/2023
CARIBE;BOLÍVAR;MAHATES;13433;2;4/12/2023
CARIBE;BOLÍVAR;MARÍA LA BAJA;13442;2;4/12/2023
CARIBE;BOLÍVAR;SAN JACINTO;13654;2;4/12/2023
CARIBE;BOLÍVAR;SAN JUAN NEPOMUCENO;13657;2;4/12/2023
CARIBE;BOLÍVAR;VILLANUEVA;13873;2;4/12/2023
ANDINA;BOYACÁ;AQUITANIA;15047;2;4/12/2023
ANDINA;BOYACÁ;BRICEÑO;15106;2;4/12/2023
ANDINA;BOYACÁ;BUENAVISTA;15109;2;4/12/2023
ANDINA;BOYACÁ;CAMPOHERMOSO;15135;2;4/12/2023
ANDINA;BOYACÁ;CHINAVITA;15172;2;4/12/2023
ANDINA;BOYACÁ;CHITARAQUE;15185;2;4/12/2023
ANDINA;BOYACÁ;CIÉNEGA;15189;2;4/12/2023
ANDINA;BOYACÁ;COPER;15212;2;4/12/2023
ANDINA;BOYACÁ;CORRALES;15215;2;4/12/2023
ANDINA;BOYACÁ;GARAGOA;15299;2;4/12/2023
ANDINA;BOYACÁ;LA CAPILLA;15380;2;4/12/2023
ANDINA;BOYACÁ;LABRANZAGRANDE;15377;2;4/12/2023
ANDINA;BOYACÁ;MARIPÍ;15442;2;4/12/2023
ANDINA;BOYACÁ;MONGUÍ;15466;2;4/12/2023
ANDINA;BOYACÁ;MUZO;15480;2;4/12/2023
ANDINA;BOYACÁ;PACHAVITA;15511;2;4/12/2023
ANDINA;BOYACÁ;PAJARITO;15518;2;4/12/2023
ANDINA;BOYACÁ;PAUNA;15531;2;4/12/2023
ANDINA;BOYACÁ;PAYA;15533;2;4/12/2023
ANDINA;BOYACÁ;PUERTO BOYACÁ;15572;2;4/12/2023
ANDINA;BOYACÁ;QUÍPAMA;15580;2;4/12/2023
ANDINA;BOYACÁ;SABOYÁ;15632;2;4/12/2023
ANDINA;BOYACÁ;SAMACÁ;15646;2;4/12/2023
ANDINA;BOYACÁ;SAN EDUARDO;15660;2;4/12/2023
ANDINA;BOYACÁ;SAN JOSÉ DE PARE;15664;2;4/12/2023
ANDINA;BOYACÁ;SAN LUIS DE GACENO;15667;2;4/12/2023
ANDINA;BOYACÁ;SANTA SOFÍA;15696;2;4/12/2023
ANDINA;BOYACÁ;SANTANA;15686;2;4/12/2023
ANDINA;BOYACÁ;SUTAMARCHÁN;15776;2;4/12/2023
ANDINA;BOYACÁ;TASCO;15790;2;4/12/2023
ANDINA;BOYACÁ;TOTA;15822;2;4/12/2023
ANDINA;CALDAS;ANSERMA;17042;2;4/12/2023
ANDINA;CALDAS;ARANZAZU;17050;2;4/12/2023
ANDINA;CALDAS;FILADELFIA;17272;2;4/12/2023
ANDINA;CALDAS;LA DORADA;17380;2;4/12/2023
ANDINA;CALDAS;SALAMINA;17653;2;4/12/2023
ANDINA;CALDAS;VILLAMARÍA;17873;2;4/12/2023
AMAZONÍA;CAQUETÁ;PUERTO RICO;18592;2;4/12/2023
AMAZONÍA;CAQUETÁ;SAN VICENTE DEL CAGUÁN;18753;2;4/12/2023
ORINOQUÍA;CASANARE;AGUAZUL;85010;2;4/12/2023
ORINOQUÍA;CASANARE;CHÁMEZA;85015;2;4/12/2023
ORINOQUÍA;CASANARE;OROCUÉ;85230;2;4/12/2023
ORINOQUÍA;CASANARE;RECETOR;85279;2;4/12/2023
ORINOQUÍA;CASANARE;TAURAMENA;85410;2;4/12/2023
ORINOQUÍA;CASANARE;YOPAL;85001;2;4/12/2023
PACÍFICO;CAUCA;BUENOS AIRES;19110;2;4/12/2023
PACÍFICO;CAUCA;CORINTO;19212;2;4/12/2023
PACÍFICO;CAUCA;JAMBALÓ;19364;2;4/12/2023
PACÍFICO;CAUCA;LA SIERRA;19392;2;4/12/2023
PACÍFICO;CAUCA;LA VEGA;19397;2;4/12/2023
PACÍFICO;CAUCA;ROSAS;19622;2;4/12/2023
PACÍFICO;CAUCA;SOTARÁ PAISPAMBA;19760;2;4/12/2023
PACÍFICO;CAUCA;SUCRE;19785;2;4/12/2023
PACÍFICO;CAUCA;SUÁREZ;19780;2;4/12/2023
PACÍFICO;CAUCA;TORIBÍO;19821;2;4/12/2023
ANDINA;CUNDINAMARCA;CAPARRAPÍ;25148;2;4/12/2023
ANDINA;CUNDINAMARCA;CHIPAQUE;25178;2;4/12/2023
ANDINA;CUNDINAMARCA;CHOACHÍ;25181;2;4/12/2023
ANDINA;CUNDINAMARCA;FÓMEQUE;25279;2;4/12/2023
ANDINA;CUNDINAMARCA;GIRARDOT;25307;2;4/12/2023
ANDINA;CUNDINAMARCA;GUADUAS;25320;2;4/12/2023
ANDINA;CUNDINAMARCA;GUASCA;25322;2;4/12/2023
ANDINA;CUNDINAMARCA;JUNÍN;25372;2;4/12/2023
ANDINA;CUNDINAMARCA;MEDINA;25438;2;4/12/2023
ANDINA;CUNDINAMARCA;NARIÑO;25483;2;4/12/2023
ANDINA;CUNDINAMARCA;PANDI;25524;2;4/12/2023
ANDINA;CUNDINAMARCA;PARATEBUENO;25530;2;4/12/2023
ANDINA;CUNDINAMARCA;RICAURTE;25612;2;4/12/2023
ANDINA;CUNDINAMARCA;SAN BERNARDO;25649;2;4/12/2023
ANDINA;CUNDINAMARCA;UBALÁ;25839;2;4/12/2023
ANDINA;CUNDINAMARCA;UBAQUE;25841;2;4/12/2023
ANDINA;CUNDINAMARCA;VILLETA;25875;2;4/12/2023
CARIBE;CÓRDOBA;PUERTO LIBERTADOR;23580;2;4/12/2023
ANDINA;HUILA;AGRADO;41013;2;4/12/2023
ANDINA;HUILA;ALGECIRAS;41020;2;4/12/2023
ANDINA;HUILA;GIGANTE;41306;2;4/12/2023
ANDINA;HUILA;HOBO;41349;2;4/12/2023
ANDINA;HUILA;PAICOL;41518;2;4/12/2023
ANDINA;HUILA;TELLO;41799;2;4/12/2023
ANDINA;HUILA;TESALIA;41797;2;4/12/2023
ANDINA;HUILA;ÍQUIRA;41357;2;4/12/2023
CARIBE;MAGDALENA;ALGARROBO;47030;2;4/12/2023
CARIBE;MAGDALENA;PEDRAZA;47541;2;4/12/2023
CARIBE;MAGDALENA;TENERIFE;47798;2;4/12/2023
ORINOQUÍA;META;CABUYARO;50124;2;4/12/2023
ORINOQUÍA;META;CUMARAL;50226;2;4/12/2023
ORINOQUÍA;META;LA MACARENA;50350;2;4/12/2023
ORINOQUÍA;META;PUERTO LLERAS;50577;2;4/12/2023
ORINOQUÍA;META;PUERTO LÓPEZ;50573;2;4/12/2023
ORINOQUÍA;META;SAN CARLOS DE GUAROA;50680;2;4/12/2023
PACÍFICO;NARIÑO;BELÉN;52083;2;4/12/2023
PACÍFICO;NARIÑO;BUESACO;52110;2;4/12/2023
PACÍFICO;NARIÑO;CHACHAGÜÍ;52240;2;4/12/2023
PACÍFICO;NARIÑO;COLÓN;52203;2;4/12/2023
PACÍFICO;NARIÑO;CONSACÁ;52207;2;4/12/2023
PACÍFICO;NARIÑO;CONTADERO;52210;2;4/12/2023
PACÍFICO;NARIÑO;FUNES;52287;2;4/12/2023
PACÍFICO;NARIÑO;GUAITARILLA;52320;2;4/12/2023
PACÍFICO;NARIÑO;ILES;52352;2;4/12/2023
PACÍFICO;NARIÑO;IMUÉS;52354;2;4/12/2023
PACÍFICO;NARIÑO;LA UNIÓN;52399;2;4/12/2023
PACÍFICO;NARIÑO;LEIVA;52405;2;4/12/2023
PACÍFICO;NARIÑO;OSPINA;52506;2;4/12/2023
PACÍFICO;NARIÑO;PASTO;52001;2;4/12/2023
PACÍFICO;NARIÑO;PUERRES;52573;2;4/12/2023
PACÍFICO;NARIÑO;TANGUA;52788;2;4/12/2023
PACÍFICO;NARIÑO;YACUANQUER;52885;2;4/12/2023
ANDINA;NORTE DE SANTANDER;SILOS;54743;2;4/12/2023
ANDINA;NORTE DE SANTANDER;VILLA DEL ROSARIO;54874;2;4/12/2023
ANDINA;QUINDÍO;ARMENIA;63001;2;4/12/2023
ANDINA;QUINDÍO;BUENAVISTA;63111;2;4/12/2023
ANDINA;QUINDÍO;CALARCÁ;63130;2;4/12/2023
ANDINA;QUINDÍO;CIRCASIA;63190;2;4/12/2023
ANDINA;QUINDÍO;FILANDIA;63272;2;4/12/2023
ANDINA;QUINDÍO;LA TEBAIDA;63401;2;4/12/2023
ANDINA;QUINDÍO;MONTENEGRO;63470;2;4/12/2023
ANDINA;QUINDÍO;QUIMBAYA;63594;2;4/12/2023
ANDINA;RISARALDA;BELÉN DE UMBRÍA;66088;2;4/12/2023
ANDINA;RISARALDA;GUÁTICA;66318;2;4/12/2023
ANDINA;RISARALDA;QUINCHÍA;66594;2;4/12/2023
ANDINA;SANTANDER;CONFINES;68209;2;4/12/2023
ANDINA;SANTANDER;EL GUACAMAYO;68245;2;4/12/2023
ANDINA;SANTANDER;GUADALUPE;68320;2;4/12/2023
ANDINA;SANTANDER;GUAPOTÁ;68322;2;4/12/2023
ANDINA;SANTANDER;OCAMONTE;68498;2;4/12/2023
ANDINA;SANTANDER;SAN BENITO;68673;2;4/12/2023
ANDINA;SANTANDER;SUAITA;68770;2;4/12/2023
CARIBE;SUCRE;LOS PALMITOS;70418;2;4/12/2023
CARIBE;SUCRE;MORROA;70473;2;4/12/2023
CARIBE;SUCRE;SAN ONOFRE;70713;2;4/12/2023
ANDINA;TOLIMA;ALVARADO;73026;2;4/12/2023
ANDINA;TOLIMA;AMBALEMA;73030;2;4/12/2023
ANDINA;TOLIMA;CUNDAY;73226;2;4/12/2023
ANDINA;TOLIMA;FALAN;73270;2;4/12/2023
ANDINA;TOLIMA;GUAMO;73319;2;4/12/2023
ANDINA;TOLIMA;LÉRIDA;73408;2;4/12/2023
ANDINA;TOLIMA;MELGAR;73449;2;4/12/2023
ANDINA;TOLIMA;PALOCABILDO;73520;2;4/12/2023
ANDINA;TOLIMA;PIEDRAS;73547;2;4/12/2023
ANDINA;TOLIMA;SALDAÑA;73671;2;4/12/2023
ANDINA;TOLIMA;SAN SEBASTIÁN DE MARIQUITA;73443;2;4/12/2023
ANDINA;TOLIMA;SUÁREZ;73770;2;4/12/2023
ANDINA;TOLIMA;VENADILLO;73861;2;4/12/2023
ANDINA;TOLIMA;VILLARRICA;73873;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;ALCALÁ;76020;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;ANDALUCÍA;76036;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;ANSERMANUEVO;76041;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;ARGELIA;76054;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;BOLÍVAR;76100;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;BUGALAGRANDE;76113;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;CAICEDONIA;76122;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;CARTAGO;76147;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;EL CERRITO;76248;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;JAMUNDÍ;76364;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;PALMIRA;76520;2;4/12/2023
PACÍFICO;VALLE DEL CAUCA;YUMBO;76892;2;4/12/2023
ORINOQUÍA;VICHADA;PUERTO CARREÑO;99001;2;4/12/2023
